 9.30   , 12.30   , 12.60   
 9.20   , 12.13   , 12.73   
 9.24   , 12.29   , 12.56   
 9.06   , 12.17   , 12.70   
 9.16   , 12.42   , 12.48   
 9.00   , 12.19   , 12.66   
 9.04   , 12.36   , 12.48   
 9.00   , 12.21   , 12.58   
 9.06   , 12.38   , 12.48   
 8.98   , 12.25   , 12.56   
 9.10   , 12.44   , 12.44   
 9.08   , 12.38   , 12.38   
 9.10   , 12.44   , 12.38   
 9.14   , 12.44   , 12.36   
 9.20   , 12.48   , 12.29   
 9.26   , 12.50   , 12.32   
 9.30   , 12.48   , 12.29   
 9.36   , 12.56   , 12.27   
 9.39   , 12.50   , 12.23   
 9.47   , 12.60   , 12.17   
 9.55   , 12.58   , 12.23   
 9.67   , 12.64   , 12.19   
 9.88   , 12.70   , 12.17   
 10.02   , 12.68   , 12.13   
 10.02   , 12.58   , 12.15   
 10.14   , 12.77   , 12.07   
 10.21   , 12.71   , 12.19   
 10.37   , 12.93   , 12.03   
 10.37   , 12.75   , 12.09   
 10.57   , 12.93   , 11.99   
 10.53   , 12.77   , 12.07   
 10.61   , 12.93   , 11.93   
 10.49   , 12.79   , 12.13   
 10.74   , 13.03   , 11.95   
 10.72   , 13.16   , 11.97   
 10.92   , 13.09   , 11.89   
 10.90   , 13.16   , 11.95   
 11.00   , 13.11   , 11.82   
 10.98   , 13.20   , 11.97   
 11.17   , 13.22   , 11.72   
 11.11   , 13.30   , 11.91   
 11.31   , 13.28   , 11.72   
 11.21   , 13.54   , 11.78   
 11.45   , 13.52   , 11.64   
 11.29   , 13.69   , 11.70   
 11.52   , 13.67   , 11.58   
 11.43   , 13.79   , 11.70   
 11.56   , 13.79   , 11.50   
 11.48   , 13.98   , 11.62   
 11.64   , 14.02   , 11.43   
 11.58   , 14.28   , 11.54   
 11.78   , 14.24   , 11.37   
 11.68   , 14.55   , 11.39   
 11.80   , 14.53   , 11.17   
 11.72   , 14.88   , 11.33   
 11.88   , 14.82   , 11.07   
 11.80   , 15.20   , 11.17   
 11.93   , 15.18   , 11.17   
 11.80   , 15.57   , 11.05   
 11.95   , 15.59   , 11.00   
 11.91   , 15.98   , 10.84   
 12.01   , 15.88   , 10.82   
 11.88   , 16.19   , 10.63   
 12.11   , 16.19   , 10.61   
 11.93   , 16.50   , 10.55   
 12.17   , 16.48   , 10.47   
 11.97   , 16.86   , 10.29   
 12.13   , 16.80   , 10.18   
 12.01   , 17.17   , 9.96   
 12.03   , 17.11   , 9.84   
 12.05   , 17.29   , 9.69   
 12.05   , 17.29   , 9.55   
 12.09   , 17.30   , 9.36   
 12.07   , 17.34   , 9.24   
 12.09   , 17.25   , 9.10   
 12.11   , 17.23   , 8.95   
 12.17   , 17.17   , 8.73   
 12.11   , 17.13   , 8.52   
 12.13   , 16.91   , 8.34   
 12.15   , 16.70   , 8.11   
 12.21   , 16.62   , 7.97   
 12.21   , 16.39   , 7.83   
 12.25   , 16.31   , 7.68   
 12.23   , 16.13   , 7.40   
 12.25   , 15.96   , 7.46   
 12.09   , 15.64   , 7.66   
 11.66   , 15.61   , 7.60   
 11.64   , 15.66   , 7.62   
 11.66   , 15.66   , 7.62   
 11.66   , 15.68   , 7.62   
 11.66   , 15.68   , 7.62   
